input_text,product,quantity,price_satuan,pattern
kak mau order 9 nasi bebek kebon samping kak [SEP] noted kak nasi bebek kebon samping 56rb per porsi totalnya 504.000,nasi bebek kebon samping,9,56000,1
10 seblak bakso udang ya [SEP] siap seblak bakso udang 42k totalnya rp 420.000 kak,seblak bakso udang,10,42000,1
kak mau order 10 iga bakar nasi dong kak [SEP] noted kak iga bakar nasi 50.000 per porsi totalnya rp 500.000,iga bakar nasi,10,50000,1
pesan 10 ayam saus mentega ya kak [SEP] noted kak ayam saus mentega 46 ribu per porsi totalnya 460rb,ayam saus mentega,10,46000,2
minta 9 chicken double ya kak [SEP] chicken double 64rb ya kak jadi 576k,chicken double,9,64000,2
kak mau pesen 10 mie yamin original nih [SEP] oke siap kak,mie yamin original,10,-1,2
boleh pesan 5 indomie matah buaya dong [SEP] oke kak indomie matah buaya harganya rp25rb totalnya rp 125.000,indomie matah buaya,5,25000,1
min 9 nasi bebek kebon samping nih [SEP] oke nasi bebek kebon samping harga 63k total rp 567.000 ya kak,nasi bebek kebon samping,9,63000,2
8 kopi jadoel original dong kak [SEP] siap kak kopi jadoel original 72rb per porsi total 576k ya,kopi jadoel original,8,72000,1
minta 9 bakso ikan ya [SEP] baik kak,bakso ikan,9,-1,1
minta 4 french fries regular ya kak [SEP] noted kak ditunggu ya,french fries regular,4,-1,1
minta 9 nasi telur dadarmatasapi nih [SEP] siap kak nasi telur dadarmatasapi 47k per porsi total 423 ribu ya,nasi telur dadarmatasapi,9,47000,2
pesan 2 indomie kuah telur nih [SEP] oke indomie kuah telur harga rp32rb total 64k ya kak,indomie kuah telur,2,32000,1
boleh pesan 3 nasi ayam betutu ya kak [SEP] noted kak nasi ayam betutu 55.000 per porsi totalnya 165 ribu,nasi ayam betutu,3,55000,2
5 jus semangka jumbo ya kak [SEP] siap jus semangka jumbo 49.000 totalnya 245.000 kak,jus semangka jumbo,5,49000,2
pak 2 nasi penyet terong nih [SEP] oke kak pesanannya masuk ya,nasi penyet terong,2,-1,2
boleh pesan 10 ayam kremes ya kak [SEP] noted kak ayam kremes rp32rb per porsi totalnya rp320rb,ayam kremes,10,32000,1
kak mau pesen 2 bakso ayam frozen dong [SEP] oke bakso ayam frozen harga rp41rb total 82rb ya kak,bakso ayam frozen,2,41000,1
boleh pesan 6 latte nih [SEP] noted kak latte 10.000 per porsi totalnya rp 60.000,latte,6,10000,1
kk 8 korean strawberry latte nih [SEP] oke korean strawberry latte harga 21.000 total rp168rb ya kak,korean strawberry latte,8,21000,2
kk 7 murmer gurame goreng [SEP] murmer gurame goreng rp63rb ya kak jadi 441 ribu,murmer gurame goreng,7,63000,2
pesan 7 chicken ranch nih [SEP] siap kak,chicken ranch,7,-1,3
bu mau pesen 7 indomie rebus kuah mercon ya kak [SEP] oke kak indomie rebus kuah mercon harganya 46k totalnya rp322rb,indomie rebus kuah mercon,7,46000,2
mbak mau pesen 7 ayam tauco nih [SEP] ayam tauco 44rb ya kak jadi rp308rb,ayam tauco,7,44000,1
pesan 7 bakmi goreng dong kak [SEP] oke siap kak,bakmi goreng,7,-1,2
pesan 2 spunbond belikopi large ya kak [SEP] oke kak pesanannya masuk ya,spunbond belikopi large,2,-1,2
mau 4 sop tomyam seafood nih [SEP] noted kak sop tomyam seafood rp49rb per porsi totalnya 196rb,sop tomyam seafood,4,49000,2
kak mau pesen 6 tahu walek bakso crispi nih [SEP] siap kak,tahu walek bakso crispi,6,-1,1
boleh pesan 6 kwetiau goreng udangcumi pedas sekali dong kak [SEP] siap kak kwetiau goreng udangcumi pedas sekali rp36rb per porsi total 216 ribu ya,kwetiau goreng udangcumi pedas sekali,6,36000,2
minta 5 ayam saus mentega dong [SEP] oke siap kak,ayam saus mentega,5,-1,3
pak 9 roti bakar milo susu nih [SEP] siap roti bakar milo susu rp 72.000 totalnya rp648rb kak,roti bakar milo susu,9,72000,1
min 2 french fries regular [SEP] noted kak french fries regular rp 19.000 per porsi totalnya 38 ribu,french fries regular,2,19000,3
mau pesen 7 nasi goreng daging kepiting dong [SEP] siap kak nasi goreng daging kepiting 53k per porsi total 371 ribu ya,nasi goreng daging kepiting,7,53000,1
mbak 3 rica rica chicken rice mcd [SEP] noted kak rica rica chicken rice mcd rp39rb per porsi totalnya 117.000,rica rica chicken rice mcd,3,39000,1
bu bisa pesan 3 es teh avocado dong kak [SEP] siap es teh avocado 3rb totalnya 9.000 kak,es teh avocado,3,3000,1
bu mau pesen 9 special cookies n cream m [SEP] siap kak special cookies n cream m 4.000 per porsi total rp 36.000 ya,special cookies n cream m,9,4000,1
pesan 2 original chicken steak dong kak [SEP] oke original chicken steak harga 68.000 total rp 136.000 ya kak,original chicken steak,2,68000,1
kk bisa pesan 4 chicken teriyaki set dong [SEP] noted kak chicken teriyaki set 35k per porsi totalnya 140rb,chicken teriyaki set,4,35000,3
kk 2 choco mint boba milk nih [SEP] siiaapp kak choco mint boba milk 38 rbuan per porsi total rp 76.000 ya,choco mint boba milk,2,38000,3
mau 5 ayam rica rica kak [SEP] oke ayam rica rica harga 35.000 total 175k ya kak,ayam rica rica,5,35000,2
mas bisa pesan 4 nasi panggangan ikan tengiri dong [SEP] oke nasi panggangan ikan tengiri harga rp 69.000 total 276 ribu ya kak,nasi panggangan ikan tengiri,4,69000,2
8 teh manis ya [SEP] siap teh manis 54.000 totalnya 432 ribu kak,teh manis,8,54000,1
minta 9 nasi ayam penyet jumbo ya kak [SEP] siap kak nasi ayam penyet jumbo 65.000 per porsi total rp585rb ya,nasi ayam penyet jumbo,9,65000,2
2 nasi ayam geprek komplit ya [SEP] siap nasi ayam geprek komplit rp24rb totalnya 48.000 kak,nasi ayam geprek komplit,2,24000,3
minta 1 bebek penyet nasi [SEP] bebek penyet nasi 51 ribu ya kak jadi 51k,bebek penyet nasi,1,51000,3
mau 10 es blander good day freze [SEP] oke kak es blander good day freze harganya 12.000 totalnya 120 ribu,es blander good day freze,10,12000,2
kak mau pesen 2 teh dingin ya,teh dingin,2,-1,2
mau 8 sushi tokyo platter dong [SEP] sushi tokyo platter 21 ribu ya kak jadi rp 168.000,sushi tokyo platter,8,21000,2
boleh pesan 2 chicken karage ocha kak [SEP] oke chicken karage ocha harga 29.000 total 58 ribu ya kak,chicken karage ocha,2,29000,1
brli 7 bubur nasi putih polosan nih [SEP] siyaap bubur nasi putih polosan 21rb totalnya 147 ribu kak,bubur nasi putih polosan,7,21000,3
bg 5 ayam hutan nih [SEP] oke ayam hutan harga 17.000 total 85 ribu ya kak,ayam hutan,5,17000,2
boleh pesan 1 babi panggang tanp nasi kak [SEP] oke babi panggang tanpa nasi harga rp 41.000 ttl 41.000 ya kak,babi panggang tanpa nasi,1,41000,3
bu 1 matcha latte panas dong kak [SEP] oke matcha latte panas harga 12 ribu total rp12rb ya kak,matcha latte panas,1,12000,1
kak 9 indomie gorengkuah ya kak [SEP] oke indomie gorengkuah harga 68 ribu total rp612rb ya kak,indomie gorengkuah,9,68000,1
5 corndog bakso sapi dong [SEP] siap kak,corndog bakso sapi,5,-1,3
pesan 10 nasi telur balado kak [SEP] noted kak nasi telur balado 65k per porsi totalnya rp 650.000,nasi telur balado,10,65000,1
7 bakso tenis nih [SEP] oke kak bakso tenis harganya 41 ribu totalnya 287k,bakso tenis,7,41000,3
nbeli 1 omelete chicken telur ya [SEP] noted kak omelete chicken telur 43.000 per porsi totalnya 43.000,omelete chicken telur,1,43000,3
minta 5 katsu penyet kak [SEP] oke katsu penyet harga 18rb total 90rb ya kak,katsu penyet,5,18000,2
mbak bisa book 6 dimsum ayam udang dong [SEP] siyaap kak dimsum ayam udang 30 ribu per porsi ttl 180k ya,dimsum ayam udang,6,30000,3
