input_text,product,quantity,price_satuan,pattern
minta 4 susu taro nih [SEP] oke kak pesanannya masuk ya,susu taro,4,-1,3
mau pesen 2 indomie kuah goreng telur kak [SEP] indomie kuah goreng telur 12.000 ya kak jadi rp24rb,indomie kuah goreng telur,2,12000,2
pak 2 ayam sambal hijau ya kak [SEP] noted kak ayam sambal hijau 17rb per porsi totalnya rp34rb,ayam sambal hijau,2,17000,1
pesan 3 ayam kampung bakar ya [SEP] baik kak ayam kampung bakar rp 66.000 satuan totalnya 198 ribu,ayam kampung bakar,3,66000,1
beli 1 ayam penyet mini no nasi kak [SEP] oke ayam penyet mini no nasi harga 28 ribu total 28k ya kak,ayam penyet mini no nasi,1,28000,1
minta 2 es sirup susu ya [SEP] baik kak,es sirup susu,2,-1,2
pesan 3 es teh dong [SEP] oke es teh harga 50 rebu total rp 150.000 ya kak,es teh,3,50000,3
minta 7 ayam potong pe dong kak [SEP] noted kak ayam potong pe rp 69.000 per porsi totalnya 483k,ayam potong pe,7,69000,1
boleh pesan 5 mie pangsit dong [SEP] oke kak mie pangsit harganya rp25rb totalnya rp 125.000,mie pangsit,5,25000,1
mbak bisa pesan 10 nasi goreng steak ayam dong kak [SEP] oke nasi goreng steak ayam harga rp 56.000 total rp560rb ya kak,nasi goreng steak ayam,10,56000,2
minta 9 nasi tambah dong [SEP] oke kak pesanannya masuk ya,nasi tambah,9,-1,1
pesan 2 super telor ayam sosis ya [SEP] super telor ayam sosis 13k ya kak jadi 26 ribu,super telor ayam sosis,2,13000,1
minta 5 nasi bebek bakar dong kak [SEP] baik kak nasi bebek bakar 51.000 satuan totalnya 255rb,nasi bebek bakar,5,51000,1
mas 1 tempe penyet [SEP] siap tempe penyet 17rb totalnya 17k kak,tempe penyet,1,17000,3
bang bisa pesan 10 nasi putih ya [SEP] baik kak nasi putih rp 25.000 satuan totalnya 250.000,nasi putih,10,25000,2
kak bisa pesan 8 ayam bakar mini tanpa nasi ya kak [SEP] baik kak ayam bakar mini tanpa nasi 21rb satuan totalnya 168k,ayam bakar mini tanpa nasi,8,21000,2
10 crispy chicken mentai dong [SEP] oke kak pesanannya masuk ya,crispy chicken mentai,10,-1,2
brli 1 ifumie gorengkuah seafood ya [SEP] siap ifumie gorengkuah seafood 3k totalnya 3rb kak,ifumie gorengkuah seafood,1,3000,3
pesan 1 bebek penyet [SEP] siap kak bebek penyet 55k per porsi total 55rb ya,bebek penyet,1,55000,1
pak 10 ayam sambal merah ya kak [SEP] oke ayam sambal merah harga 30.000 total 300rb ya kak,ayam sambal merah,10,30000,2
mau 3 seblak bakso jeletot level setan dong [SEP] oke kak seblak bakso jeletot level setan harganya 49.000 totalnya 147.000,seblak bakso jeletot level setan,3,49000,1
mau 1 biasa telor ayam sosis nih [SEP] biasa telor ayam sosis 36.000 ya kak jadi rp36rb,biasa telor ayam sosis,1,36000,2
boleh pesan 9 mie rebus dong kak [SEP] noted kak mie rebus 44.000 per porsi totalnya 396rb,mie rebus,9,44000,1
kak mau order 10 nasi goreng bscoffee dong kak [SEP] baik kak nasi goreng bscoffee rp 21.000 satuan totalnya 210 ribu,nasi goreng bscoffee,10,21000,2
minta 3 hot plate ayam paprika kak [SEP] siap kak hot plate ayam paprika rp45rb per porsi total 135rb ya,hot plate ayam paprika,3,45000,2
min mau pesen 5 extra cheesy chicken cutlet curry kak [SEP] siap kak extra cheesy chicken cutlet curry rp35rb per porsi total 175k ya,extra cheesy chicken cutlet curry,5,35000,2
