input_text,product,quantity,price_satuan,pattern
kk mau pesen 10 daebak ken chicken wings [SEP] baik kak daebak ken chicken wings rp3rb satuan totalnya rp30rb,daebak ken chicken wings,10,3000,2
kk 3 nasi ayam betutu ya kak [SEP] noted kak nasi ayam betutu rp60rb per porsi totalnya 180rb,nasi ayam betutu,3,60000,2
bu mau pesen 6 indomie seafood [SEP] indomie seafood 37 ribu ya kak jadi 222 ribu,indomie seafood,6,37000,3
bg 9 chicken double dong [SEP] baik kak,chicken double,9,-1,1
bg bisa pesan 7 mie doer dong [SEP] oke mie doer harga 42 ribu total rp294rb ya kak,mie doer,7,42000,2
kak mau pesen 1 ikan goreng filet limasari ya [SEP] siap kak,ikan goreng filet limasari,1,-1,2
mau 6 nasi timbel ayam tahu ya kak [SEP] siap nasi timbel ayam tahu rp51rb totalnya 306k kak,nasi timbel ayam tahu,6,51000,1
beli 10 ifu mie goreng telur ya [SEP] baik kak ifu mie goreng telur 44k satuan totalnya 440k,ifu mie goreng telur,10,44000,3
kak bsa pesen 7 nasi karamel gurih dada montok nih [SEP] siiaapp kak nasi karamel gurih dada montok 5rb per porsi total 35rb ya,nasi karamel gurih dada montok,7,5000,3
min bisa pesan 3 miehun telur kuah goreng ya kak [SEP] oke miehun telur kuah goreng harga 42rb total rp126rb ya kak,miehun telur kuah goreng,3,42000,1
minta 8 ayam penyet goreng ya kak [SEP] baik kak,ayam penyet goreng,8,-1,2
kak mau order 1 ayam rica rica ya kak [SEP] oke ayam rica rica harga rp 34.000 total rp34rb ya kak,ayam rica rica,1,34000,2
kak mau order 6 chicken nugget stick dong [SEP] siap chicken nugget stick rp37rb totalnya 222rb kak,chicken nugget stick,6,37000,2
mau 10 nasi belut manyung dong [SEP] nasi belut manyung 58k ya kak jadi 580 ribu,nasi belut manyung,10,58000,1
minta 2 nasi penyetan ikan asap nih [SEP] oke kak nasi penyetan ikan asap harganya 35k totalnya rp 70.000,nasi penyetan ikan asap,2,35000,2
pesan 9 bakso selimut ya kak [SEP] oke kak pesanannya masuk ya,bakso selimut,9,-1,3
kk 10 gochujang chicken ya kak [SEP] oke gochujang chicken harga 56 ribu ttl 560.000 ya kak,gochujang chicken,10,56000,3
boleh pesan 7 es sukur susu kurma ya kak [SEP] siap kak es sukur susu kurma 35k per porsi total 245 ribu ya,es sukur susu kurma,7,35000,1
pesan 1 roasted spring chicken [SEP] noted kak roasted spring chicken 63 ribu per porsi totalnya 63 ribu,roasted spring chicken,1,63000,2
minta 5 ayam penyet nasi ya kak [SEP] oke kak ayam penyet nasi harganya 47rb totalnya 235.000,ayam penyet nasi,5,47000,1
kk bisa order 5 dimsum ayam udang [SEP] siap dimsum ayam udang 65k totalnya rp 325.000 kak,dimsum ayam udang,5,65000,3
mau 4 mie ifumie goreng kak [SEP] baik kak mie ifumie goreng 19k satuan totalnya 76 ribu,mie ifumie goreng,4,19000,1
6 nasi lele penyet dong [SEP] baik kak,nasi lele penyet,6,-1,2
boleh pesan 1 brownies kampoeng ya kak [SEP] oke kak brownies kampoeng harganya 62rb totalnya 62k,brownies kampoeng,1,62000,1
4 bakso keju kak [SEP] oke bakso keju harga 12k total 48rb ya kak,bakso keju,4,12000,1
1 mie kuah pedas ya kak [SEP] siap kak,mie kuah pedas,1,-1,3
minta 5 nasi kotak ayam bakar sayap kak [SEP] siap kak,nasi kotak ayam bakar sayap,5,-1,1
mintk 5 nasi tongkol [SEP] siap nasi tongkol 60.000 totalnya 300rb kak,nasi tongkol,5,60000,3
bg bisa pesan 3 nasi goreng seafood dong [SEP] noted kak nasi goreng seafood 25rb per porsi totalnya 75 ribu,nasi goreng seafood,3,25000,2
boleh pesan 7 chicken teppanyaki [SEP] oke kak chicken teppanyaki harganya rp 18.000 totalnya 126k,chicken teppanyaki,7,18000,2
kak mau order 2 nasi penyetan lele kak [SEP] baik kak nasi penyetan lele 7rb satuan totalnya 14rb,nasi penyetan lele,2,7000,2
9 jagung susu keju lezat dong kak [SEP] oke kak jagung susu keju lezat harganya 35rb totalnya 315rb,jagung susu keju lezat,9,35000,1
minta 10 nasi kulit omahan teriyaki dong [SEP] baik kak nasi kulit omahan teriyaki 59k satuan totalnya 590 ribu,nasi kulit omahan teriyaki,10,59000,2
mau 9 nasi goreng quemami dong [SEP] nasi goreng quemami rp27rb ya kak jadi 243k,nasi goreng quemami,9,27000,1
kak mau pesen 1 kopi susu telur dong kak [SEP] kopi susu telur 71k ya kak jadi 71rb,kopi susu telur,1,71000,3
beli 2 empal telor penyet ya [SEP] siap empal telor penyet 39rb totalnya 78rb kak,empal telor penyet,2,39000,2
pesan 7 lele penyet dong [SEP] oke kak lele penyet harganya 46rb totalnya rp 322.000,lele penyet,7,46000,1
boleh pesan 6 mie yamin kriuk kak [SEP] oke mie yamin kriuk harga 29.000 total 174 ribu ya kak,mie yamin kriuk,6,29000,2
mas 1 mie biasa ya [SEP] noted kak mie biasa rp 17.000 per porsi totalnya 17 ribu,mie biasa,1,17000,1
mau 8 ayam saos lemon ya kak [SEP] oke kak ayam saos lemon harganya 32 ribu totalnya 256k,ayam saos lemon,8,32000,2
boleh pesan 7 es cappuchino cincau ya kak [SEP] es cappuchino cincau 36rb ya kak jadi 252rb,es cappuchino cincau,7,36000,2
bang bisa pesan 7 nasi goreng xo seafood ya [SEP] oke nasi goreng xo seafood harga rp45rb total 315rb ya kak,nasi goreng xo seafood,7,45000,1
minta 7 nasi goreng merah biasa dong kak [SEP] siap kak nasi goreng merah biasa rp55rb per porsi total 385k ya,nasi goreng merah biasa,7,55000,2
minta 10 smoothies lychee [SEP] siap smoothies lychee 32k totalnya 320.000 kak,smoothies lychee,10,32000,2
minta 10 risoles [SEP] oke kak risoles harganya 46rb totalnya 460rb,risoles,10,46000,2
beli 6 indomie goreng telor kornet keju dong kak [SEP] oke indomie goreng telor kornet keju harga 60 ribu total 360 ribu ya kak,indomie goreng telor kornet keju,6,60000,2
kak mau pesen 2 seblak bakso udang ya kak [SEP] oke noted,seblak bakso udang,2,-1,1
mau 9 nasi kulit geprek dong kak [SEP] siap nasi kulit geprek 22.000 totalnya 198 ribu kak,nasi kulit geprek,9,22000,1
pesan 9 frozen chicken skin dong [SEP] oke kak frozen chicken skin harganya rp17rb totalnya 153rb,frozen chicken skin,9,17000,1
mas bisa pesan 8 nasi kotak telur ya kak [SEP] nasi kotak telur rp 42.000 ya kak jadi 336rb,nasi kotak telur,8,42000,1
beli 2 es dawet [SEP] noted kak es dawet 46 ribu per porsi totalnya 92.000,es dawet,2,46000,1
boleh pesan 5 sei ayam longboard dong kak [SEP] oke kak sei ayam longboard harganya 69k totalnya rp 345.000,sei ayam longboard,5,69000,2
bang 4 ayam penyet juice jeruk ya,ayam penyet juice jeruk,4,-1,1
beli 8 mie gobyoss crabstick ya [SEP] siap kak mie gobyoss crabstick 4k per porsi total 32 ribu ya,mie gobyoss crabstick,8,4000,1
mau pesen 3 chicken bbq dong [SEP] siap kak chicken bbq 35.000 per porsi total 105k ya,chicken bbq,3,35000,1
8 brownies gulung toping keju parut ya kak [SEP] brownies gulung toping keju parut 3 ribu ya kak jadi 24.000,brownies gulung toping keju parut,8,3000,1
bisa pesan 7 ayam bejeg cabe ijo ya [SEP] siap ayam bejeg cabe ijo rp61rb totalnya 427.000 kak,ayam bejeg cabe ijo,7,61000,1
ord 2 mie kuah ayam nih [SEP] baik kak mie kuah ayam 17 rbu satuan totalnya rp34rb,mie kuah ayam,2,17000,3
beli 8 matcha ginger nih [SEP] baik kak matcha ginger 57 ribu satuan totalnya rp456rb,matcha ginger,8,57000,1
boleh pesan 8 bakso spesial nih [SEP] oke kak bakso spesial harganya 70 ribu totalnya 560.000,bakso spesial,8,70000,2
mau 3 chicken wing bbq dong [SEP] noted kak chicken wing bbq rp 7.000 per porsi totalnya 21 ribu,chicken wing bbq,3,7000,1
10 es soklat nyel nih [SEP] siap es soklat nyel rp 67.000 totalnya 670k kak,es soklat nyel,10,67000,1
boleh pesan 8 es nutrisari jeruk nipis ya [SEP] baik kak es nutrisari jeruk nipis 49rb satuan totalnya rp 392.000,es nutrisari jeruk nipis,8,49000,2
kak mau order 6 ayam penyet cabe ijo ya [SEP] oke kak ayam penyet cabe ijo harganya 72.000 totalnya 432rb,ayam penyet cabe ijo,6,72000,1
bisa pesan 2 ayam penyet pakai nasi nih [SEP] ayam penyet pakai nasi 5k ya kak jadi rp10rb,ayam penyet pakai nasi,2,5000,2
bg bisa pesan 10 bebek penyet nasi ya kak [SEP] bebek penyet nasi rp25rb ya kak jadi 250rb,bebek penyet nasi,10,25000,2
minta 1 bakso ya [SEP] bakso 35rb ya kak jadi 35.000,bakso,1,35000,1
min mau pesen 5 indomie kuah telur [SEP] oke kak indomie kuah telur harganya 60k totalnya rp 300.000,indomie kuah telur,5,60000,2
kak mau order 8 kwetiau goreng udangcumi pedas sekali dong [SEP] siap kwetiau goreng udangcumi pedas sekali rp 57.000 totalnya 456.000 kak,kwetiau goreng udangcumi pedas sekali,8,57000,2
mau 9 ifu mie kuah kak [SEP] oke ifu mie kuah harga rp34rb total 306k ya kak,ifu mie kuah,9,34000,2
minta 10 ayam bakwan penyet [SEP] siap kak ayam bakwan penyet rp40rb per porsi total 400rb ya,ayam bakwan penyet,10,40000,2
kk bisa pesan 8 kwetiau penang daging ayam ya kak [SEP] oke kak kwetiau penang daging ayam harganya 61.000 totalnya rp 488.000,kwetiau penang daging ayam,8,61000,2
minta 2 nasi goreng tahu tabalik ya [SEP] siap kak,nasi goreng tahu tabalik,2,-1,2
mbak bisa pesan 4 nasi karage omahan teriyaki kak [SEP] oke kak nasi karage omahan teriyaki harganya 17k totalnya 68rb,nasi karage omahan teriyaki,4,17000,2
beli 9 sop buntut dong kak [SEP] noted kak sop buntut 59.000 per porsi totalnya 531k,sop buntut,9,59000,1
boleh pesan 10 empal udang penyet dong [SEP] oke empal udang penyet nharga 50 ribu total 500rb ya kak,empal udang penyet,10,50000,3
3 nasi penyetan ayam nih [SEP] baik kak,nasi penyetan ayam,3,-1,2
bu 4 soto betawi ya [SEP] siap kak,soto betawi,4,-1,1
mas 1 nasi kotak dendeng brekele kak [SEP] oke nasi kotak dendeng brekele harga 46k total 46rb ya kak,nasi kotak dendeng brekele,1,46000,2
mbak bisa pesan 7 nasi jeruk kak [SEP] siap nasi jeruk 31rb totalnya rp217rb kak,nasi jeruk,7,31000,1
boleh pesan 6 mie goreng djawa nih [SEP] oke mie goreng djawa harga rp 75.000 total 450 ribu ya kak,mie goreng djawa,6,75000,1
pesan 8 bakmi goreng ya kak [SEP] bakmi goreng 53rb ya kak jadi rp424rb,bakmi goreng,8,53000,2
pesan 10 teh anggur dong [SEP] siap kak,teh anggur,10,-1,3
nbeli 5 mie ayam bakso ya [SEP] siap mie ayam bakso 64k totalnya 320 ribu kak,mie ayam bakso,5,64000,3
boleh pesan 1 ayam saos lemon dong [SEP] ayam saos lemon 68rb ya kak jadi rp 68.000,ayam saos lemon,1,68000,2
mau 5 susu cold [SEP] baik kak susu cold 55.000 satuan totalnya 275 ribu,susu cold,5,55000,2
5 es campur ya kak [SEP] oke kak es campur harganya 29rb totalnya 145 ribu,es campur,5,29000,1
4 chicken teriyaki set ya [SEP] oke chicken teriyaki set harga 32k total 128.000 ya kak,chicken teriyaki set,4,32000,2
8 nasi sayur telur bulat dong [SEP] baik kak,nasi sayur telur bulat,8,-1,3
minta 5 hot kopi tem [SEP] baik kak hot kopi tem 64rb satuan totalnya 320.000,hot kopi tem,5,64000,2
bu bisa pesan 10 es hangat teh tawar kak [SEP] oke es hangat teh tawar harga rp 61.000 total 610k ya kak,es hangat teh tawar,10,61000,2
boleh pesan 7 nasi goreng seafood dong kak [SEP] nasi goreng seafood 25 ribu ya kak jadi rp 175.000,nasi goreng seafood,7,25000,1
boleh pesan 3 jus alpulat susu putihsusu coklat ya kak [SEP] noted kak jus alpulat susu putihsusu coklat 25rb per porsi totalnya rp 75.000,jus alpulat susu putihsusu coklat,3,25000,3
minta 5 danish chicken lemper dong kak [SEP] oke danish chicken lemper harga rp 39.000 total 195 ribu ya kak,danish chicken lemper,5,39000,1
5 bakwan siomay penyet kak [SEP] noted kak bakwan siomay penyet 74.000 per porsi totalnya rp 370.000,bakwan siomay penyet,5,74000,1
2 es kopi depan gang nih [SEP] siap es kopi depan gang rp 20.000 totalnya 40rb kak,es kopi depan gang,2,20000,2
boleh pesan 9 nasi cumi saos padang dong [SEP] baik kak nasi cumi saos padang 35k satuan totalnya 315 ribu,nasi cumi saos padang,9,35000,2
kk bisa pesan 1 stick manisss susu kak [SEP] stick manis susu 23 ribu ya kak jadi rp 23.000,stick manis susu,1,23000,3
pesan 1 nasi wings l geprek bawang dong [SEP] baik kak nasi wings l geprek bawang 8k satuan totalnya rp 8.000,nasi wings l geprek bawang,1,8000,2
minta 7 matcha latte hot dong kak [SEP] baik kak matcha latte hot 35 ribu satuan totalnya rp245rb,matcha latte hot,7,35000,2
minta 6 ayam penyet ekonomis dong kak [SEP] siap kak ayam penyet ekonomis 60 ribu per porsi total 360rb ya,ayam penyet ekonomis,6,60000,3
boleh pesan 9 kopi tubruk dong [SEP] siap kopi tubruk 66.000 totalnya 594rb kak,kopi tubruk,9,66000,1
boleh pesan 8 es sirup marjan cocopandan [SEP] baik kak es sirup marjan cocopandan 19 ribu satuan totalnya 152k,es sirup marjan cocopandan,8,19000,2
pesan 1 nasi bakar ayam bakar dong [SEP] siap kak nasi bakar ayam bakar rp34rb per porsi total 34 ribu ya,nasi bakar ayam bakar,1,34000,2
boleh pesan 2 nasi sayur rendang dong kak [SEP] oke kak nasi sayur rendang harganya rp8rb totalnya 16 ribu,nasi sayur rendang,2,8000,2
pak mau pesen 10 super telor ayam sosis [SEP] siap super telor ayam sosis 21k totalnya 210k kak,super telor ayam sosis,10,21000,2
kak mau order 10 loyang sedang ayam bosgil dong kak [SEP] siap kak loyang sedang ayam bosgil 7k per porsi total 70.000 ya,loyang sedang ayam bosgil,10,7000,2
bisa pesan 4 mie yamin bakso kak [SEP] mie yamin bakso rp60rb ya kak jadi rp 240.000,mie yamin bakso,4,60000,2
3 taro milk tea ya kak [SEP] taro milk tea 27 ribu ya kak jadi rp81rb,taro milk tea,3,27000,2
boleh pesan 7 nasi madura darat dong kak [SEP] oke nasi madura darat harga 70.000 total 490k ya kak,nasi madura darat,7,70000,1
10 mie claypot kak [SEP] key kak mie claypot harganya 28rb totalnya 280 ribu,mie claypot,10,28000,3
boleh pesan 1 pancong keju susu l ya kak [SEP] noted kak pancong keju susu l rp37rb per porsi totalnya 37k,pancong keju susu l,1,37000,2
mnt 8 nasi sayur telur bulat dong [SEP] oke nasi sayur telur bulat harga rp59rb ttl rp472rb ya kak,nasi sayur telur bulat,8,59000,3
minta 2 kwetiau kuah dong [SEP] oke noted,kwetiau kuah,2,-1,1
kak mau order 2 tahu walek bakso crispi dong [SEP] oke tahu walek bakso crispi harga rp 19.000 total 38k ya kak,tahu walek bakso crispi,2,19000,1
8 empal tempe penyet nih [SEP] siap empal tempe penyet 5.000 totalnya 40rb kak,empal tempe penyet,8,5000,2
mau 4 kopi sadis double shoot [SEP] oke kak kopi sadis double shoot harganya rp25rb totalnya 100.000,kopi sadis double shoot,4,25000,2
mbak 2 chicken nugget stick nih [SEP] siaap chicken nugget stick rp30rb totalnya 60rb kak,chicken nugget stick,2,30000,3
10 chicken chunks dong [SEP] oke chicken chunks harga 48 ribu total 480rb ya kak,chicken chunks,10,48000,1
bu 1 luwak dingin susu dong kak [SEP] baik kak luwak dingin susu 40 ribu satuan totalnya rp40rb,luwak dingin susu,1,40000,2
minta 3 susu kocok boba capucino dong kak [SEP] noted kak ditunggu ya,susu kocok boba capucino,3,-1,1
kak mau order 10 nasi manyung ayam potong dong kak [SEP] siap nasi manyung ayam potong rp17rb totalnya 170rb kak,nasi manyung ayam potong,10,17000,1
pesan 8 es kopi buco [SEP] baik kak es kopi buco 16rb satuan totalnya 128 ribu,es kopi buco,8,16000,2
mau 9 mie kuah ya kak [SEP] baik kak mie kuah 39.000 satuan totalnya rp 351.000,mie kuah,9,39000,1
mau 9 gongso ayam nasi ya kak [SEP] noted kak gongso ayam nasi rp10rb per porsi totalnya 90 rbuan,gongso ayam nasi,9,10000,3
mas 8 bihun rebus ya kak [SEP] siap bihun rebus rp 72.000 totalnya 576k kak,bihun rebus,8,72000,2
kak mau order 2 nasi goreng katsu nih [SEP] oke kak nasi goreng katsu harganya rp39rb totalnya 78rb,nasi goreng katsu,2,39000,2
5 chicken karage ocha ya,chicken karage ocha,5,-1,1
mau 8 bakso frozen ya kak [SEP] oke bakso frozen harga 55 ribu total 440rb ya kak,bakso frozen,8,55000,1
minta 6 chicken porridge dong [SEP] oke kak pesanannya masuk ya,chicken porridge,6,-1,2
kk mau pesen 10 nasi penyet bakwan nih [SEP] siap nasi penyet bakwan rp22rb totalnya 220 ribu kak,nasi penyet bakwan,10,22000,1
minta 10 es tea tarik ya kak [SEP] oke siap kak,es tea tarik,10,-1,1
kak mau pesen 4 chicken wing bbq dong kak [SEP] siap chicken wing bbq rp23rb totalnya 92k kak,chicken wing bbq,4,23000,1
bang mau pesen 9 nasi uduk kak [SEP] oke nasi uduk harga 9 ribu total 81k ya kak,nasi uduk,9,9000,2
boleh pesan 5 nasi sayur perkedel ya kak [SEP] baik kak nasi sayur perkedel rp37rb satuan totalnya 185.000,nasi sayur perkedel,5,37000,1
pesen 8 chicken karage ocha ya kak [SEP] baik kak chicken karage ocha 14k satuan totalnya rp112rb,chicken karage ocha,8,14000,3
pesan 2 sei ayam longboard nih [SEP] siap sei ayam longboard 23k totalnya rp 46.000 kak,sei ayam longboard,2,23000,2
pesan 6 chicken teriyaki set nih [SEP] siap chicken teriyaki set 38 ribu totalnya 228.000 kak,chicken teriyaki set,6,38000,2
kk mau pesen 4 nasi telur dadarmatasapi [SEP] nasi telur dadarmatasapi rp 40.000 ya kak jadi 160k,nasi telur dadarmatasapi,4,40000,1
boleh pesan 2 nasi dong [SEP] siap kak nasi 22k per porsi total 44rb ya,nasi,2,22000,2
boleh pesan 8 risoles ragut ayam dong [SEP] noted kak risoles ragut ayam 64.000 per porsi totalnya 512.000,risoles ragut ayam,8,64000,2
boleh pesan 6 telur penyet ya kak [SEP] baik kak telur penyet rp55rb satuan totalnya 330 ribu,telur penyet,6,55000,1
beli 1 chicken wing bbq nih [SEP] oke kak chicken wing bbq harganya rp27rb totalnya 27.000,chicken wing bbq,1,27000,1
boleh pesan 1 nasi padang nih [SEP] baik kak nasi padang 14rb satuan totalnya 14k,nasi padang,1,14000,1
mau 8 nasi penyet lele nih [SEP] nasi penyet lele 40.000 ya kak jadi rp320rb,nasi penyet lele,8,40000,1
6 brownies cappucino ya [SEP] noks kak brownies cappucino harganya 42 rbu totalnya 252k,brownies cappucino,6,42000,3
bg 4 frenc fries bbq cheese dong [SEP] frenc fries bbq cheese 7 ribu ya kak jadi 28rb,frenc fries bbq cheese,4,7000,2
kak mau pesen 6 pink lady strawberrysusu,pink lady strawberrysusu,6,-1,2
mbak mau pesen 10 marie regal latte ya [SEP] baik kak marie regal latte rp 60.000 satuan totalnya rp 600.000,marie regal latte,10,60000,2
6 nasi kulit omahan teriyaki ya kak [SEP] oke nasi kulit omahan teriyaki harga 34k total rp204rb ya kak,nasi kulit omahan teriyaki,6,34000,1
min bisa pesan 2 ayam sambal matah ya kak [SEP] oke ayam sambal matah harga 50rb total rp 100.000 ya kak,ayam sambal matah,2,50000,1
2 bakso kuah kak,bakso kuah,2,-1,2
7 indomie kuahgoreng [SEP] oke siap kak,indomie kuahgoreng,7,-1,3
beli 6 penyetan tahu tempe nasi dong [SEP] noted kak penyetan tahu tempe nasi 55 ribu per porsi totalnya 330rb,penyetan tahu tempe nasi,6,55000,2
pesan 5 bakso aci tahu pangsit ya kak [SEP] oke kak bakso aci tahu pangsit harganya 36.000 totalnya rp 180.000,bakso aci tahu pangsit,5,36000,2
mau 4 hot kopi sus dong kak [SEP] siap kak hot kopi sus rp4rb per porsi total rp16rb ya,hot kopi sus,4,4000,1
boleh pesen 4 ayam krispy pencet [SEP] siap kak ayam krispy pencet 70.000 per porsi ttl 280k ya,ayam krispy pencet,4,70000,3
kk mau pesen 7 nasi padang nih [SEP] oke nasi padang harga 29.000 total 203.000 ya kak,nasi padang,7,29000,2
kak mau pesen 1 biasa telor ayam sosis nih [SEP] oke noted,biasa telor ayam sosis,1,-1,1
