input_text,product,quantity,price_satuan,pattern
minta 5 nasi empal ya kak [SEP] siap kak nasi empal 24rb per porsi total 120k ya,nasi empal,5,24000,2
mau 6 es kelapa muda ya kak [SEP] baik kak es kelapa muda 53rb satuan totalnya rp 318.000,es kelapa muda,6,53000,1
3 teh sereh kak [SEP] oke teh sereh harga 24.000 total 72rb ya kak,teh sereh,3,24000,2
pesan 9 best of chicken burger kak [SEP] baik kak,best of chicken burger,9,-1,2
minta 9 kopi jadoel original dong kak [SEP] noted kak ditunggu ya,kopi jadoel original,9,-1,2
pesan 10 paha ayam bakar dong [SEP] oke paha ayam bakar harga 63rb total 630k ya kak,paha ayam bakar,10,63000,2
7 tahu tempe telur terong penyet ya kak [SEP] oke siap kak,tahu tempe telur terong penyet,7,-1,2
boleh pesan 6 nasi ayam goreng kampung dong [SEP] baik kak nasi ayam goreng kampung 21rb satuan totalnya 126rb,nasi ayam goreng kampung,6,21000,3
kak mau order 6 truffle chicken mushroom mentai kak [SEP] siap kak truffle chicken mushroom mentai rp 26.000 per porsi total 156rb ya,truffle chicken mushroom mentai,6,26000,2
bu mau pesen 2 mie cjdw original telur dong kak [SEP] noted kak mie cjdw original telur 65 ribu per porsi totalnya 130rb,mie cjdw original telur,2,65000,2
bisa pesan 2 nasi ayam penyet ya [SEP] oke nasi ayam penyet harga 45 ribu total rp90rb ya kak,nasi ayam penyet,2,45000,1
boleh pesan 4 chicken teriyaki set dong kak [SEP] siap chicken teriyaki set rp64rb totalnya 256k kak,chicken teriyaki set,4,64000,2
mau 2 nasi goreng katsu dong [SEP] siap nasi goreng katsu rp 7.000 totalnya 14 ribu kak,nasi goreng katsu,2,7000,1
beli 7 nasi tenggiri gulai dong [SEP] oke nasi tenggiri gulai harga rp 4.000 total 28rb ya kak,nasi tenggiri gulai,7,4000,1
8 nasi kotak telur kak [SEP] nasi kotak telur rp9rb ya kak jadi 72rb,nasi kotak telur,8,9000,3
pak 1 kopi hitam adukan ya kak [SEP] kopi hitam adukan 62rb ya kak jadi 62rb,kopi hitam adukan,1,62000,1
bang 9 nasi ayam geprek komplit kak [SEP] oke siap kak,nasi ayam geprek komplit,9,-1,3
pesan 1 bakso aci sosis ya kak [SEP] baik kak bakso aci sosis rp 30.000 satuan totalnya 30k,bakso aci sosis,1,30000,3
pesan 8 cap cay ayam kak [SEP] oke kak cap cay ayam harganya rp 37.000 totalnya 296 ribu,cap cay ayam,8,37000,2
minta 7 bakso aci tulangan ya kak [SEP] noted kak bakso aci tulangan rp25rb per porsi totalnya rp 175.000,bakso aci tulangan,7,25000,1
pesan 1 chicken teppanyaki ya kak [SEP] chicken teppanyaki rp4rb ya kak jadi 4rb,chicken teppanyaki,1,4000,1
5 mie ayam lockdown dong kak [SEP] mie ayam lockdown 47rb ya kak jadi rp 235.000,mie ayam lockdown,5,47000,1
boleh pesan 1 nasi gurih rendang ya [SEP] noted kak nasi gurih rendang 73 ribu per porsi totalnya rp 73.000,nasi gurih rendang,1,73000,2
pesan 3 best of chicken burger ya kak [SEP] oke best of chicken burger harga 7k total rp21rb ya kak,best of chicken burger,3,7000,2
pesan 10 iga penyet dong [SEP] oke kak iga penyet harganya 23.000 totalnya 230k,iga penyet,10,23000,2
mau 5 topokki with korean chicken dong kak [SEP] topokki with korean chicken 6rb ya kak jadi rp30rb,topokki with korean chicken,5,6000,2
beli 3 nasi penyetan lengkap dong [SEP] oc nasi penyetan lengkap harga 39rb total rp117rb ya kak,nasi penyetan lengkap,3,39000,3
kak mau order 10 red velvet cookies cream medium [SEP] noted kak red velvet cookies cream medium 10rb per porsi totalnya 100.000,red velvet cookies cream medium,10,10000,2
7 nasi pecelurap wong soeroboyo dong kak [SEP] oke kak nasi pecelurap wong soeroboyo harganya rp 30.000 totalnya 210.000,nasi pecelurap wong soeroboyo,7,30000,2
kak mau order 5 mie indomie ayam panggang jumbo dong [SEP] oke kak mie indomie ayam panggang jumbo harganya 15.000 totalnya 75rb,mie indomie ayam panggang jumbo,5,15000,2
bang 10 ifu mie nih [SEP] baik kak,ifu mie,10,-1,3
kak 9 mie kuah pedas kak [SEP] siap kak mie kuah pedas 70 ribu per porsi total rp630rb ya,mie kuah pedas,9,70000,2
pesan 7 chicken bbq [SEP] chicken bbq rp19rb ya kak jadi 133k,chicken bbq,7,19000,1
kk 5 bakso selimut dong [SEP] oke siap kak,bakso selimut,5,-1,2
bg 2 cokelat wijen susu [SEP] baik kak cokelat wijen susu 71.000 satuan totalnya 142.000,cokelat wijen susu,2,71000,1
pesan 7 fat chicken ya [SEP] noted kak fat chicken 20k per porsi totalnya rp 140.000,fat chicken,7,20000,1
5 fried chicken rice meal classic [SEP] noted kak fried chicken rice meal classic rp35rb per porsi totalnya 175 ribu,fried chicken rice meal classic,5,35000,2
mau 2 nasi goreng seafood original nih [SEP] siap nasi goreng seafood original 69 ribu totalnya rp 138.000 kak,nasi goreng seafood original,2,69000,3
beli 6 cupcakes flower set ya kak [SEP] noted kak cupcakes flower set rp17rb per porsi totalnya rp 102.000,cupcakes flower set,6,17000,2
boleh pesan 5 indomie bento nih [SEP] oke indomie bento harga 26 ribu total 130 ribu ya kak,indomie bento,5,26000,1
kak 5 bihun rebus ya [SEP] siap bihun rebus 66.000 totalnya rp330rb kak,bihun rebus,5,66000,1
minta 10 nasi goreng original dong kak [SEP] oke nasi goreng original harga rp 18.000 total 180k ya kak,nasi goreng original,10,18000,1
beli 6 mini pangsit goreng kak [SEP] baik kak mini pangsit goreng rp 62.000 satuan totalnya rp 372.000,mini pangsit goreng,6,62000,1
kak mau pesen 9 mie cap cay gorengkuah seafood ya [SEP] oke siap kak,mie cap cay gorengkuah seafood,9,-1,1
beli 5 susu caramel nih [SEP] siap susu caramel 33k totalnya rp 165.000 kak,susu caramel,5,33000,1
kak bisa pesan 1 ayam bakar rica garlic toast ya [SEP] siap kak ayam bakar rica garlic toast rp4rb per porsi total rp 4.000 ya,ayam bakar rica garlic toast,1,4000,1
kak mau order 10 cumi penyet dong kak [SEP] siap kak cumi penyet 65.000 per porsi total rp650rb ya,cumi penyet,10,65000,2
pesan 4 bakso ikan ya kak [SEP] noted kak bakso ikan rp 49.000 per porsi totalnya 196rb,bakso ikan,4,49000,1
minta 10 indomie kare ayamtelur ceplokcabe ya kak [SEP] oke indomie kare ayamtelur ceplokcabe harga rp19rb total 190.000 ya kak,indomie kare ayamtelur ceplokcabe,10,19000,3
beli 2 mie kroyok pacar dong [SEP] siap kak mie kroyok pacar rp12rb per porsi total 24 ribu ya,mie kroyok pacar,2,12000,2
pesan 4 indomie kare ayamtelur ceplokcabe nih [SEP] baik kak indomie kare ayamtelur ceplokcabe rp65rb satuan totalnya 260rb,indomie kare ayamtelur ceplokcabe,4,65000,1
pesan 5 nasi us shortplate balado lengkap ya [SEP] nasi us shortplate balado lengkap 10.000 ya kak jadi 50.000,nasi us shortplate balado lengkap,5,10000,2
pak bisa pesan 9 bakso semar mendem ya kak [SEP] baik kak bakso semar mendem 57k satuan totalnya rp 513.000,bakso semar mendem,9,57000,1
bg 8 kwetiau kuah dong kak [SEP] noted kak kwetiau kuah rp8rb per porsi totalnya 64.000,kwetiau kuah,8,8000,1
5 taro milk tea dong kak [SEP] oke noted,taro milk tea,5,-1,1
mauuu 9 es cao susu dong [SEP] es cao susu rp3rb ya kak jadi 27 rbuan,es cao susu,9,3000,3
mau pesen 2 nasi lele penyet [SEP] siap nasi lele penyet rp 67.000 totalnya 134rb kak,nasi lele penyet,2,67000,2
7 oseng ayam asap nih [SEP] oke kak pesanannya masuk ya,oseng ayam asap,7,-1,2
beli 6 ayam penyet pkt santap [SEP] oke ayam penyet pkt santap harga rp 62.000 total 372rb ya kak,ayam penyet pkt santap,6,62000,1
mau 4 ayam blackpaper squash ya kak [SEP] okz ayam blackpaper squash hargs 52k total rp 208.000 ya kak,ayam blackpaper squash,4,52000,3
mas 6 mango smoothie ya [SEP] oke kak mango smoothie harganya 43.000 totalnya 258.000,mango smoothie,6,43000,2
beli 1 nasi gembung tauco nih [SEP] siap nasi gembung tauco rp 75.000 totalnya rp 75.000 kak,nasi gembung tauco,1,75000,2
mau 2 skelep bakargoreng ya [SEP] skelep bakargoreng rp 13.000 ya kak jadi 26 ribu,skelep bakargoreng,2,13000,2
mbak 9 bakso halus dong [SEP] siap bakso halus 33.000 totalnya rp297rb kak,bakso halus,9,33000,2
boleh pesan 10 ayam suwir mozza rice bowl kak [SEP] ayam suwir mozza rice bowl rp 65.000 ya kak jadi 650rb,ayam suwir mozza rice bowl,10,65000,1
kk 4 nasi nila penyet nih [SEP] oke siap kak,nasi nila penyet,4,-1,1
order 3 cupcakes animal set ya kak [SEP] ok cupcakes animal set harga 67 ribu total 201.000 ya kak,cupcakes animal set,3,67000,3
7 nasi kulit bara kak [SEP] oke kak pesanannya masuk ya,nasi kulit bara,7,-1,3
min mau pesen 5 rawon kak [SEP] siap rawon 33k totalnya rp165rb kak,rawon,5,33000,1
kak mau order 6 sei ayam longboard ya kak [SEP] oke kak sei ayam longboard harganya 41k totalnya rp 246.000,sei ayam longboard,6,41000,1
8 nasi sayur telur bulat [SEP] siap nasi sayur telur bulat 54k totalnya rp 432.000 kak,nasi sayur telur bulat,8,54000,2
mau 10 ayam geprek sambal ladopotong [SEP] oke ayam geprek sambal ladopotong harga 22k total 220.000 ya kak,ayam geprek sambal ladopotong,10,22000,2
kak mw order 6 pancong taro ya kak [SEP] baik kak pancong taro 55rb satuan totalnya 330 ribu,pancong taro,6,55000,3
boleh pesan 6 mie yamin bakso [SEP] siap mie yamin bakso rp 46.000 totalnya 276rb kak,mie yamin bakso,6,46000,2
pesan 9 bawal hitam goreng telor asin dong [SEP] oke kak bawal hitam goreng telor asin harganya 45 ribu totalnya 405.000,bawal hitam goreng telor asin,9,45000,2
bu bisa pesan 1 french fries regular ya [SEP] siap french fries regular 50k totalnya 50k kak,french fries regular,1,50000,2
minta 3 chicken chunks [SEP] oke kak chicken chunks harganya 16rb totalnya 48.000,chicken chunks,3,16000,1
mas mau pesen 10 tahu bakso goreng tabagor nih [SEP] noted kak tahu bakso goreng tabagor 42k per porsi totalnya 420.000,tahu bakso goreng tabagor,10,42000,2
mas 3 teh manis hangat dong [SEP] oke siap kak,teh manis hangat,3,-1,1
beli 8 mie ifumie goreng kak [SEP] siap mie ifumie goreng rp 59.000 totalnya 472k kak,mie ifumie goreng,8,59000,2
bang mau pesen 8 mie yamin original ya [SEP] oke kak mie yamin original harganya 30 ribu totalnya rp240rb,mie yamin original,8,30000,2
kak 6 brownies strowberry nih [SEP] baik kak,brownies strowberry,6,-1,3
bisa pesan 10 cranberry cornflakes cookies dong kak [SEP] siap cranberry cornflakes cookies 40rb totalnya rp400rb kak,cranberry cornflakes cookies,10,40000,1
minta 3 jus mangga nih [SEP] oke jus mangga harga 59k total 177 ribu ya kak,jus mangga,3,59000,2
beli 6 nasi penyetan mujair nih [SEP] oke nasi penyetan mujair harga rp8rb total rp 48.000 ya kak,nasi penyetan mujair,6,8000,2
kak mau order 1 es boba durian kak [SEP] oke kak es boba durian harganya 49rb totalnya 49 rb,es boba durian,1,49000,3
mau 10 martabak manis dong [SEP] baik kak martabak manis 21 ribu satuan totalnya 210k,martabak manis,10,21000,1
1 es kopi pandan [SEP] siyaph kak es kopi pandan 39k per porsi ttl 39k ya,es kopi pandan,1,39000,3
mbak 6 sotong isi ayam kak [SEP] baik kak sotong isi ayam rp23rb satuan totalnya 138k,sotong isi ayam,6,23000,1
kak mau order 2 nasi putih ya kak [SEP] baik kak nasi putih rp 14.000 satuan totalnya 28k,nasi putih,2,14000,2
8 mie kuah pedas ya [SEP] oke noted,mie kuah pedas,8,-1,1
bu mau pesen 2 kopi hitam adukan [SEP] siap kopi hitam adukan 9.000 totalnya 18rb kak,kopi hitam adukan,2,9000,1
kk mau pesen 3 nasi goreng tomyam [SEP] baik kak nasi goreng tomyam rp36rb satuan totalnya 108.000,nasi goreng tomyam,3,36000,2
minta 4 miehun goreng special kak [SEP] baik kak miehun goreng special rp 17.000 satuan totalnya 68rb,miehun goreng special,4,17000,2
minta 6 the og chicken burger combo dong [SEP] baik kak,the og chicken burger combo,6,-1,2
3 coco soursop nih [SEP] siap kak coco soursop rp6rb per porsi total 18rb ya,coco soursop,3,6000,1
kak mau pesen 9 nasi penyetan lele dong kak [SEP] siap kak nasi penyetan lele 27rb per porsi total rp 243.000 ya,nasi penyetan lele,9,27000,1
