input_text,product,quantity,price_satuan,pattern
kk mau pesen 6 ikan bakar nih [SEP] oke kak ikan bakar harganya rp 56.000 totalnya rp336rb,ikan bakar,6,56000,1
beli 1 pisang goreng ya [SEP] pisang goreng rp58rb ya kak jadi 58 ribu,pisang goreng,1,58000,2
1 bakmie goreng krengsengan pedas sedang dong kak [SEP] siap bakmie goreng krengsengan pedas sedang 74rb totalnya 74rb kak,bakmie goreng krengsengan pedas sedang,1,74000,1
beli 10 ayam bakar bumbu seblak dadapaha ya [SEP] siap ayam bakar bumbu seblak dadapaha 56k totalnya 560k kak,ayam bakar bumbu seblak dadapaha,10,56000,1
bg 8 es kopi gula aren kak [SEP] siap kak,es kopi gula aren,8,-1,1
kak mau pesen 2 brownies nyoklat coklat parut kak [SEP] siap kak,brownies nyoklat coklat parut,2,-1,1
minta 7 ikan tahuman segar dong kak [SEP] ikan tahuman segar rp63rb ya kak jadi 441rb,ikan tahuman segar,7,63000,1
mau 9 burger ayam dong kak [SEP] noted kak burger ayam rp34rb per porsi totalnya rp306rb,burger ayam,9,34000,1
kak bisa pesan 4 sosis bakar ayam ya [SEP] siap sosis bakar ayam rp58rb totalnya rp232rb kak,sosis bakar ayam,4,58000,2
beli 7 nasi rendang sapi kak [SEP] siap kak nasi rendang sapi rp38rb per porsi total rp 266.000 ya,nasi rendang sapi,7,38000,1
kak mau order 1 es rasa mangga dong [SEP] oke es rasa mangga harga 28k total 28 ribu ya kak,es rasa mangga,1,28000,2
pesan 6 suka ikan ayam laut sedang dong kak [SEP] oke suka ikan ayam laut sedang harga 47 ribu total 282rb ya kak,suka ikan ayam laut sedang,6,47000,1
minta 1 oseng ayam asap ya kak [SEP] baik kak oseng ayam asap 60k satuan totalnya rp 60.000,oseng ayam asap,1,60000,2
beli 9 chicken rogout ya [SEP] siap chicken rogout rp 70.000 totalnya rp 630.000 kak,chicken rogout,9,70000,1
boleh pesan 4 kopi susu panas nih [SEP] oke kopi susu panas hrg 32 ribu total rp128rb ya kak,kopi susu panas,4,32000,3
pesan 6 ikan nila rica dong kak [SEP] siap ikan nila rica rp 50.000 totalnya 300.000 kak,ikan nila rica,6,50000,1
min mau pesen 6 ayam cabe merah dong kak [SEP] siap ayam cabe merah rp23rb totalnya 138rb kak,ayam cabe merah,6,23000,2
beli 6 ayam rendang potong ya [SEP] siap ayam rendang potong 50.000 totalnya 300 ribu kak,ayam rendang potong,6,50000,1
bu bisa pesan 6 es gulo regal l dong [SEP] es gulo regal l rp 63.000 ya kak jadi 378rb,es gulo regal l,6,63000,2
4 aneka jus ya [SEP] oke aneka jus harga 62rb total 248.000 ya kak,aneka jus,4,62000,2
boleh book 9 chicken teppanyaki [SEP] okeh chicken teppanyaki harga 32.000 total 288.000 ya kak,chicken teppanyaki,9,32000,3
10 nasi belut kak [SEP] siap nasi belut 18 ribu totalnya 180 ribu kak,nasi belut,10,18000,1
